0:	1.094263370760E-05
1:	1.928583333211E-05
2:	2.676477561181E-05
3:	3.502975232550E-05
4:	4.408820313984E-05
5:	5.203425098443E-05
6:	5.953040454187E-05
7:	6.627852417296E-05
8:	7.232710049720E-05
9:	7.899919000920E-05
10:	8.506426820531E-05
11:	9.186218085233E-05
12:	9.926522761816E-05
13:	1.047316036420E-04
14:	1.091458252631E-04
15:	1.144290727098E-04
16:	1.203985884786E-04
17:	1.270946668228E-04
18:	1.334107510047E-04
19:	1.388123491779E-04
20:	1.437418832211E-04
21:	1.493045128882E-04
22:	1.561935787322E-04
23:	1.638615212869E-04
24:	1.707958726911E-04
25:	1.766256609699E-04
26:	1.817809388740E-04
27:	1.873885339592E-04
28:	1.940093061421E-04
29:	2.010582102230E-04
30:	2.077358658426E-04
31:	2.136298862752E-04
32:	2.191663224949E-04
33:	2.250206744066E-04
34:	2.314726007171E-04
35:	2.382313687121E-04
36:	2.447729930282E-04
37:	2.508116012905E-04
38:	2.565560571384E-04
39:	2.625035704114E-04
40:	2.688989043236E-04
41:	2.755404566415E-04
42:	2.820179506671E-04
43:	2.881223917939E-04
44:	2.941373095382E-04
45:	3.004839527421E-04
46:	3.070810053032E-04
47:	3.138312313240E-04
48:	3.205215616617E-04
49:	3.270217857789E-04
50:	3.334161883686E-04
51:	3.398937988095E-04
52:	3.465695481282E-04
53:	3.533691051416E-04
54:	3.601117059588E-04
55:	3.667149867397E-04
56:	3.732547920663E-04
57:	3.798625839408E-04
58:	3.866012557410E-04
59:	3.934225242119E-04
60:	4.002233326901E-04
61:	4.069413698744E-04
62:	4.136111238040E-04
63:	4.203300923109E-04
64:	4.271571524441E-04
65:	4.340578161646E-04
66:	4.409510875121E-04
67:	4.477979091462E-04
68:	4.546349809971E-04
69:	4.615246143658E-04
70:	4.684941959567E-04
71:	4.755247500725E-04
72:	4.826094955206E-04
73:	4.896781174466E-04
74:	4.967453423887E-04
75:	5.038540693931E-04
76:	5.110347410664E-04
77:	5.182693712413E-04
78:	5.255163414404E-04
79:	5.327562685125E-04
80:	5.400069057941E-04
81:	5.472963675857E-04
82:	5.546369357035E-04
83:	5.620190640911E-04
84:	5.694212741219E-04
85:	5.768294795416E-04
86:	5.842473474331E-04
87:	5.916965892538E-04
88:	5.991913494654E-04
89:	6.067234207876E-04
90:	6.142738275230E-04
91:	6.218322087079E-04
92:	6.294079939835E-04
93:	6.370143382810E-04
94:	6.446551415138E-04
95:	6.523270276375E-04
96:	6.600205670111E-04
97:	6.677295896225E-04
98:	6.754537462257E-04
99:	6.832043873146E-04
100:	6.909884978086E-04
101:	6.988024106249E-04
102:	7.066364050843E-04
103:	7.144868723117E-04
104:	7.223581196740E-04
105:	7.302571902983E-04
106:	7.381870527752E-04
107:	7.461471250281E-04
108:	7.541350787506E-04
109:	7.621486438438E-04
110:	7.701875874773E-04
111:	7.782566244714E-04
112:	7.863590726629E-04
113:	7.944921380840E-04
114:	8.026504074223E-04
115:	8.108318434097E-04
116:	8.190385997295E-04
117:	8.272729464807E-04
118:	8.355352911167E-04
119:	8.438240620308E-04
120:	8.521372219548E-04
121:	8.604717440903E-04
122:	8.688271627761E-04
123:	8.772042929195E-04
124:	8.856055792421E-04
125:	8.940287516452E-04
126:	9.024700848386E-04
127:	9.109289385378E-04
128:	9.194054291584E-04
129:	9.279010118917E-04
130:	9.364139987156E-04
131:	9.449442150071E-04
132:	9.534902637824E-04
133:	9.620506316423E-04
134:	9.706240380183E-04
135:	9.792107157409E-04
136:	9.878113633022E-04
137:	9.964252822101E-04
138:	1.005049562082E-03
139:	1.013684435748E-03
140:	1.022328622639E-03
141:	1.030982472003E-03
142:	1.039646100253E-03
143:	1.048318110406E-03
144:	1.056997454725E-03
145:	1.065682736225E-03
146:	1.074374071322E-03
147:	1.083070179448E-03
148:	1.091771759093E-03
149:	1.100477646105E-03
150:	1.109186792746E-03
151:	1.117898151278E-03
152:	1.126611488871E-03
153:	1.135326456279E-03
154:	1.144042005762E-03
155:	1.152757904492E-03
156:	1.161473104730E-03
157:	1.170186791569E-03
158:	1.178897917271E-03
159:	1.187606481835E-03
160:	1.196312136017E-03
161:	1.205013832077E-03
162:	1.213710522279E-03
163:	1.222401275299E-03
164:	1.231086323969E-03
165:	1.239764736965E-03
166:	1.248435350135E-03
167:	1.257097697817E-03
168:	1.265751663595E-03
169:	1.274395501241E-03
170:	1.283029327169E-03
171:	1.291651744395E-03
172:	1.300262985751E-03
173:	1.308861770667E-03
174:	1.317447633483E-03
175:	1.326019293629E-03
176:	1.334576634690E-03
177:	1.343118958175E-03
178:	1.351645449176E-03
179:	1.360155642033E-03
180:	1.368647906929E-03
181:	1.377122360282E-03
182:	1.385577954352E-03
183:	1.394014339894E-03
184:	1.402430469170E-03
185:	1.410825527273E-03
186:	1.419198932126E-03
187:	1.427549985237E-03
188:	1.435877871700E-03
189:	1.444181776606E-03
190:	1.452461001463E-03
191:	1.460714498535E-03
192:	1.468941685744E-03
193:	1.477142330259E-03
194:	1.485314336605E-03
195:	1.493457588367E-03
196:	1.501571969129E-03
197:	1.509655616246E-03
198:	1.517708413303E-03
199:	1.525728730485E-03
200:	1.533715869300E-03
201:	1.541668898426E-03
202:	1.549586653709E-03
203:	1.557467854582E-03
204:	1.565312151797E-03
205:	1.573117799126E-03
206:	1.580883399583E-03
207:	1.588607672602E-03
208:	1.596288988367E-03
209:	1.603925717063E-03
210:	1.611515879631E-03
211:	1.619057147764E-03
212:	1.626547542401E-03
213:	1.633983571082E-03
214:	1.641362672672E-03
215:	1.648680539802E-03
216:	1.655932515860E-03
217:	1.663113362156E-03
218:	1.670216792263E-03
219:	1.677236054093E-03
220:	1.684163347818E-03
221:	1.690989709459E-03
222:	1.697706058621E-03
223:	1.704302500002E-03
224:	1.710769021884E-03
225:	1.717095728964E-03
226:	1.723272725940E-03
227:	1.729290233925E-03
228:	1.735140220262E-03
229:	1.740815583616E-03
230:	1.746309571899E-03
231:	1.751619274728E-03
232:	1.756742130965E-03
233:	1.761682680808E-03
234:	1.766450353898E-03
235:	1.771041657776E-03
236:	1.775457058102E-03
237:	1.779701444320E-03
238:	1.783780171536E-03
239:	1.787700806744E-03
240:	1.791471964680E-03
241:	1.795104122721E-03
242:	1.798607758246E-03
243:	1.801996259019E-03
244:	1.805282197893E-03
245:	1.808479311876E-03
246:	1.811601454392E-03
247:	1.814661081880E-03
248:	1.817669952288E-03
249:	1.820638775826E-03
250:	1.823577447794E-03
251:	1.826494815759E-03
252:	1.829397748224E-03
253:	1.832291367464E-03
254:	1.835180679336E-03
255:	1.838067546487E-03
256:	1.840951619670E-03
257:	1.843831734732E-03
258:	1.846707076766E-03
259:	1.849575317465E-03
260:	1.852435176261E-03
261:	1.855285372585E-03
262:	1.858125673607E-03
263:	1.860955264419E-03
264:	1.863772748038E-03
265:	1.866578473710E-03
266:	1.869372208603E-03
267:	1.872153952718E-03
268:	1.874923007563E-03
269:	1.877678791061E-03
270:	1.880421070382E-03
271:	1.883149729110E-03
272:	1.885864185169E-03
273:	1.888563972898E-03
274:	1.891249208711E-03
275:	1.893919310533E-03
